Table 1
Grant Activity,,,,,,,,,,,,,,,,,,,
Beloved In Christ,,,,,,,,,,,,,,,,,,,
Transaction ID,Charity,Charity Address,Grant Status,Contact Person,Grant Letter,Grant Type,Amount,Foreign Currency Amount,Currency,Recommendation Submitted Date,Requested Payment Date,Sent Date,Recommended By,Recognition,Grant Purpose,Special Note,Cleared Date,Check Number / Payment ID,EIN
10676217,Beloved in Christ Gallery,"PO Box 1149 Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"500,000.00 ",0.00 ,USD,5/2/25,5/2/25,5/12/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,General support. Recommended by the Beloved in Christ Fund.,The grantee is a Private Operating Foundation that has signed an affidavit prepared by legal.,5/12/25,539866,87-4045476
11331754,M3 Romania NFP,"1601 Winchester Ln Schaumburg, IL 60193",Payment Cleared,Pastor Nelutu (John) Lubas,Yes,Single,"62,600.00 ",0.00 ,USD,9/11/25,9/11/25,9/18/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,Where needed most / Unrestricted / General support,,9/18/25,558931,27-2939056
11331761,M3 Romania NFP,"1601 Winchester Ln Schaumburg, IL 60193",Payment Cleared,Pastor Nelutu (John) Lubas,Yes,Single,"55,000.00 ",0.00 ,USD,9/11/25,9/11/25,9/18/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,Where needed most / Unrestricted / General support,,9/18/25,558932,27-2939056
10927146,Christian Life Church of Austin,"4700 West Gate Blvd Attn: Financial , Austin, TX 78745",Payment Cleared,,Yes,Single,"25,000.00 ",0.00 ,USD,6/29/25,6/29/25,7/3/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,General support. Recommended by the Beloved in Christ Fund.,,7/3/25,548483,74-2453636
11500696,Christian Life Church of Austin,"4700 West Gate Blvd Attn: Financial , Austin, TX 78745",Payment Cleared,,Yes,Single,"5,000.00 ",0.00 ,USD,10/12/25,10/12/25,10/16/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,Where needed most / Unrestricted / General support,,10/16/25,563993,74-2453636
11343610,Oral Roberts University,"7777 S. Lewis Avenue Tulsa, OK 74171",Payment Cleared,"Andrew Lang, PhD",Yes,Single,"19,200.00 ",0.00 ,USD,9/11/25,9/11/25,10/10/25,Beloved In Christ,None,Scholarship Fund,,10/10/25,558922,73-0739626
11344860,Luis Palau Evangelistic Association,"PO Box 50 Portland, OR 97207",Payment Cleared,,Yes,Single,"500,000.00 ",0.00 ,USD,9/12/25,9/12/25,9/18/25,Beloved In Christ,None,Where needed most / Unrestricted / General support. Recommended by Beloved in Christ Fund.,,9/18/25,558925,93-0713827
11344863,Bright City Ministries,"PO Box 3032 Marble Falls, TX 78654",Payment Cleared,Jarod Breakiron,Yes,Single,"125,000.00 ",0.00 ,USD,9/12/25,9/12/25,9/18/25,Beloved In Christ,None,James127 Ministry donation,,9/18/25,558929,85-3966985
11299403,Christian Life Church of Austin,"4700 West Gate Blvd Attn: Financial , Austin, TX 78745",Payment Cleared,,Yes,Single,"5,000.00 ",0.00 ,USD,9/7/25,9/7/25,9/10/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,General support. Recommended by the Beloved in Christ Fund,,9/17/25,192430,74-2453636
11240034,Beloved in Christ Gallery,"PO Box 1149 Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"500,000.00 ",0.00 ,USD,8/20/25,8/20/25,8/28/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,Where needed most / Unrestricted / General support,The grantee is a Private Operating Foundation that has signed an affidavit prepared by legal.,8/28/25,556087,87-4045476
11531909,Beloved in Christ Gallery,"PO Box 1149 Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"250,000.00 ",0.00 ,USD,10/17/25,10/17/25,10/27/25,Beloved In Christ,None,Where needed most / Unrestricted / General support. Recommended by the Beloved in Christ Fund.,The grantee is a Private Operating Foundation that has signed an affidavit prepared by legal.,10/27/25,565715,87-4045476
10319122,Faith Academy of Marble Falls,"P.O. Box 1240 , Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"400,000.00 ",0.00 ,USD,2/13/25,2/13/25,2/24/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,Where needed most / Unrestricted / General support,,2/24/25,528120,74-2888658
10319123,Faith Academy of Marble Falls,"P.O. Box 1240 , Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"210,000.00 ",0.00 ,USD,2/13/25,2/13/25,2/24/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,Where needed most / Unrestricted / General support,,2/24/25,528119,74-2888658
10319124,Friends of Mishteret Yisrael - Yatar Division Inc,"P.O. Box 632 Woodmere, NY 11598",Payment Cleared,,Yes,Single,"10,000.00 ",0.00 ,USD,2/13/25,2/13/25,2/19/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,General support. Recommended by the Beloved in Christ Fund.,,3/17/25,177746,81-1341527
10319125,Highland Lakes Crisis Network,"1000 Ridge Point Dr Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"110,000.00 ",0.00 ,USD,2/13/25,2/13/25,2/24/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,Unrestricted gift. Recommended by the Beloved in Christ Fund,,2/24/25,527692,83-2515465
10319127,United in Crisis Inc.,"P.O. Box 2053 Lee's Summit, MO 64063",Payment Cleared,,Yes,Single,"150,000.00 ",0.00 ,USD,2/13/25,2/13/25,2/20/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,Where needed most / Unrestricted / General support,,2/20/25,527689,92-3622073
10566895,Young Life,"P.O. Box 5186 Boone, IA 50950-0186",Payment Cleared,,Yes,Single,"50,000.00 ",0.00 ,USD,4/10/25,4/10/25,4/17/25,Beloved In Christ,None,Donation for Young Life Tahoe/Truckee Operations (CA576),ID number referenced in the Grant Purpose is used internally by the charity for record-keeping purposes.,4/17/25,536433,84-0385934
10566898,Young Life,"P.O. Box 5186 Boone, IA 50950-0186",Payment Cleared,,Yes,Single,"50,000.00 ",0.00 ,USD,4/10/25,4/10/25,4/17/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,"Donation for Young Life Marble Falls, TX Operations (TX170)",ID number referenced in the Grant Purpose is used internally by the charity for record-keeping purposes.,4/17/25,536432,84-0385934
10319841,University of Texas at Austin,"1 University Station, Mail Stop A3000 Austin, TX 78712",Payment Cleared,Mary Jean (MJ) Parker,Yes,Single,"150,000.00 ",0.00 ,USD,2/14/25,2/14/25,2/22/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,For the Texas Science and Natural History Museum at UT-Austin. Recommended by the Beloved in Christ Fund.,,2/22/25,527686,74-6000203
11157817,Beloved in Christ Gallery,"PO Box 1149 Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"500,000.00 ",0.00 ,USD,7/28/25,7/28/25,7/31/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,General support. Recommended by Beloved in Christ Fund.,The grantee is a Private Operating Foundation that has signed an affidavit prepared by legal.,7/31/25,552377,87-4045476
11345057,Christian Life Church of Austin,"4700 West Gate Blvd Attn: Financial , Austin, TX 78745",Payment Cleared,,Yes,Single,"5,000.00 ",0.00 ,USD,9/14/25,9/14/25,9/17/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,Where needed most / Unrestricted / General support,,9/24/25,192844,74-2453636
10366044,Latin American Fellowship INC,"34224 Seven Mile Ln. SE Albany, OR 97322",Payment Cleared,,Yes,Single,"75,000.00 ",0.00 ,USD,2/26/25,2/26/25,3/6/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,Where needed most / Unrestricted / General support,,3/6/25,530001,93-6033108
10377912,United in Crisis Inc.,"P.O. Box 2053 Lee's Summit, MO 64063",Payment Cleared,Mkhululi Letsatsi,Yes,Single,"50,000.00 ",0.00 ,USD,3/3/25,3/3/25,3/10/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,United in Crisis South Africa. Recommended by the Beloved in Christ Fund.,,3/10/25,530523,92-3622073
10932914,World Evangelical Alliance,"PO Box 7099  , Deerfield, IL 60015",Payment Cleared,"Peirong Lin, Ph.D.",Yes,Single,"100,000.00 ",0.00 ,USD,7/1/25,7/1/25,7/10/25,Beloved In Christ,None,Where needed most / Unrestricted / General support,,7/10/25,549627,23-7254928
10377935,"The Leukemia &amp; Lymphoma Society dba Blood Cancer United, Inc.","P.O. Box 22324 New York, NY 10087",Payment Cleared,,Yes,Single,"5,000.00 ",0.00 ,USD,3/3/25,3/3/25,3/10/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,Student Visionaries of the Year West Chester/Fairfield Program,"Visionaries of the Year campaign is a 7-week philanthropic competition for leaders in local communities where their team members raise funds for LLS in honor of local blood cancer survivors. Per charity, confirmed there is no fundraising minimum.",3/11/25,530760,13-5644916
10404859,Impact Christian Youth Camp Inc dba Camp of the Hills,"1552 CR 344 Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"250,000.00 ",0.00 ,USD,3/6/25,3/6/25,3/13/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,General support. Recommended by the Beloved in Christ Fund.,,3/13/25,531309,74-2614354
10404862,Latin American Fellowship INC,"34224 Seven Mile Ln. SE Albany, OR 97322",Payment Cleared,,Yes,Single,"150,000.00 ",0.00 ,USD,3/6/25,3/6/25,3/13/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,General support. Recommended by the Beloved in Christ Fund.,,3/13/25,531313,93-6033108
10404864,Burnet County FFA &amp; 4H Livestock Show Association,"P.O. Box 1074  , Burnet, TX 78611",Payment Cleared,,Yes,Single,"35,000.00 ",0.00 ,USD,3/6/25,3/6/25,3/14/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,General support. Recommended by the Beloved in Christ Fund.,,3/14/25,531301,74-2073867
10452533,M3 Romania NFP,"1601 Winchester Ln Schaumburg, IL 60193",Payment Cleared,,Yes,Single,"15,000.00 ",0.00 ,USD,3/18/25,3/18/25,3/24/25,Beloved In Christ,None,Where needed most / Unrestricted / General support,,3/24/25,532733,27-2939056
10455032,Pine Cove Inc.,"P.O. Box 9000 Tyler, TX 75711",Payment Cleared,,Yes,Single,"250,000.00 ",0.00 ,USD,3/18/25,3/18/25,3/24/25,Beloved In Christ,None,Where needed most / Unrestricted / General support,,3/24/25,532732,75-1254353
10410051,Impact Christian Youth Camp Inc dba Camp of the Hills,"1552 CR 344 Marble Falls, TX 78654",Payment Cleared,Joshua Sindisa Mrulekana,Yes,Single,"50,000.00 ",0.00 ,USD,3/6/25,3/6/25,3/13/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,"Camp of Good Hope, South Africa. Recommended by the Beloved in Christ Fund.",,3/13/25,531310,74-2614354
10556216,Begin Again Foundation,"PO Box 6029 Virginia Beach, VA 23456",Payment Cleared,,Yes,Single,"75,000.00 ",0.00 ,USD,4/7/25,4/7/25,4/10/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,Where needed most / Unrestricted / General support,,4/10/25,535432,47-5223416
10556234,Friends of Independent Schools and Better Education (FRISBE),"117 E. Louisa St. , #533 Seattle, WA 98102",Payment Cleared,,Yes,Single,"400,000.00 ",0.00 ,USD,4/7/25,4/7/25,4/10/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,"Direct funds to Trinity College School Foundation, 55 Debalaquire St North, Port Hope, ON L1A4K7; shenderson@tcs.on.ca; 905-885-3194.",,4/10/25,535428,91-1216755
10556235,University of Texas at Austin,"2301 Trinity St., Stop D1400 Austin, TX 78712-1424",Payment Cleared,,Yes,Single,"10,000.00 ",0.00 ,USD,4/7/25,4/7/25,4/11/25,Beloved In Christ,None,"Donation to underwrite the cost of the Blanton Museum of Art Gala at the UT Austin College of Fine Arts (not for attendance, donor declines all benefits). For exclusively public purposes.","Per banking team, not for attendance and all benefits declined. Section 170(c)(1) of the Internal Revenue Code provides that the United States, the District of Columbia, any possession of the United States, any state, or any political subdivision of any of the foregoing, will constitute a qualified charitable grantee so long as the contribution or gift is made for exclusively public purposes. In addition, the longstanding position of the IRS has been that contributions or gifts to an instrumentality of a state or local government that are made exclusively for public purposes are deductible charitable contributions. The term ""exclusively for public purposes"" is not defined. However, there is no requirement that the contribution be for traditional governmental purposes.",4/25/25,181882,74-6000203
10556242,United in Crisis Inc.,"P.O. Box 2053 Lee's Summit, MO 64063",Payment Cleared,Mkhululi Letsatsi,Yes,Single,"50,770.00 ",0.00 ,USD,4/7/25,4/7/25,4/10/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,"Direct to United in Crisis South Africa,  Mkhululi@unitedincrisissa.org",,4/10/25,535433,92-3622073
10495773,Beloved in Christ Gallery,"PO Box 1149 Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"500,000.00 ",0.00 ,USD,3/26/25,3/26/25,4/3/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,General support. Recommended by the Beloved in Christ Fund.,The grantee is a Private Operating Foundation that has signed an affidavit prepared by legal.,4/3/25,534478,87-4045476
11488361,World Evangelical Alliance,"P.O. Box 743 Wingdale, NY 12594",Payment Cleared,,Yes,Single,"2,500.00 ",0.00 ,USD,10/10/25,10/10/25,10/31/25,Beloved In Christ,None,Where needed most / Unrestricted / General support,,11/21/25,196720,23-7254928
10487278,Messianic Vision Inc.,"P.O. Box 39222 Charlotte, NC 28278",Payment Cleared,,Yes,Single,"300,000.00 ",0.00 ,USD,3/20/25,3/20/25,3/27/25,Beloved In Christ,None,Where needed most / Unrestricted / General support,,3/27/25,533367,52-1081247
10487279,Freedom Generation Church,"19602 8th Ave E Spanaway, WA 98387",Payment Cleared,,Yes,Single,"300,000.00 ",0.00 ,USD,3/20/25,3/20/25,3/31/25,Beloved In Christ,None,Where needed most / Unrestricted / General support. Recommended by the Beloved in Christ Fund.,,3/31/25,533847,75-3094503
10487281,CHAMPION MINISTRIES INC.,"P.O. BOX 1323  , CASTLE ROCK, CO 80104-1323",Payment Cleared,,Yes,Single,"200,000.00 ",0.00 ,USD,3/20/25,3/20/25,3/27/25,Beloved In Christ,None,Where needed most / Unrestricted / General support,,3/27/25,533366,84-1341326
10487282,"The New Horizons Foundation, Inc.","731 Chapel Hills Dr. Colorado Springs, CO 80920",Payment Cleared,,Yes,Single,"40,000.00 ",0.00 ,USD,3/20/25,3/20/25,3/27/25,Beloved In Christ,None,Where needed most / Unrestricted / General support,,3/27/25,533360,84-1123082
10487284,Camp Agape,"PO Box 1484 Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"25,000.00 ",0.00 ,USD,3/20/25,3/20/25,3/27/25,Beloved In Christ,None,Where needed most / Unrestricted / General support,,3/27/25,533374,74-2963173
10487287,Africa New Life Ministries International,"7405 SW Tech Center Drive, #144  , Portland, OR 97223",Payment Cleared,,Yes,Single,"400,000.00 ",0.00 ,USD,3/20/25,3/20/25,3/27/25,Beloved In Christ,None,Where needed most / Unrestricted / General support,,3/27/25,533362,48-1291935
10487289,Bright City Ministries,"PO Box 3032 Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"125,000.00 ",0.00 ,USD,3/20/25,3/20/25,3/27/25,Beloved In Christ,None,Where needed most / Unrestricted / General support,,3/27/25,533370,85-3966985
10487290,Village Enterprise Fund,"1180 San Carlos Ave. #222 San Carlos, CA 94070",Payment Cleared,,Yes,Single,"25,000.00 ",0.00 ,USD,3/20/25,3/20/25,3/27/25,Beloved In Christ,None,General support,,3/27/25,533364,22-2852248
10487292,Phoenix Center &amp; Camp Phoenix,"119 Avenue G  , Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"25,000.00 ",0.00 ,USD,3/20/25,3/20/25,3/27/25,Beloved In Christ,None,Where needed most / Unrestricted / General support,,3/27/25,533371,26-0310507
10487310,"Part of the Solution, Inc.","2450 Grand Concourse, 2nd Floor Bronx, NY 10458",Payment Cleared,,Yes,Single,"50,000.00 ",0.00 ,USD,3/20/25,3/20/25,3/27/25,Beloved In Christ,None,Where needed most / Unrestricted / General support,,3/27/25,533357,13-3425071
10487314,He Touched Me Ministries,"736 Pheasant Rd. Fort Worth, TX 76131",Payment Cleared,,Yes,Single,"300,000.00 ",0.00 ,USD,3/20/25,3/20/25,3/27/25,Beloved In Christ,None,Where needed most / Unrestricted / General support,,3/27/25,533363,30-0642828
11442384,Christian Life Church of Austin,"4700 West Gate Blvd Attn: Financial , Austin, TX 78745",Payment Cleared,,Yes,Single,"5,000.00 ",0.00 ,USD,10/5/25,10/5/25,10/14/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,General support,,10/14/25,563601,74-2453636
10636162,Schambach Ministries International,"13798 S Sh 155 Tyler, TX 75703",Payment Cleared,,Yes,Single,"10,000.00 ",0.00 ,USD,4/17/25,4/17/25,4/24/25,Beloved In Christ,None,Where needed most / Unrestricted / General support,,5/2/25,537453,46-1107342
10636199,America Prays Inc.,"9719 Candelaria Rd NE, Suite 20100 Albuquerque, NM 87154",Payment Cleared,,Yes,Single,"400,000.00 ",0.00 ,USD,4/17/25,4/17/25,4/24/25,Beloved In Christ,None,Where needed most / Unrestricted / General support,,4/24/25,537329,82-2988585
10487320,Edify,"Dept 2410, PO Box 986500 Boston, MA 02298-6500",Payment Cleared,,Yes,Single,"200,000.00 ",0.00 ,USD,3/20/25,3/20/25,3/27/25,Beloved In Christ,None,Donation to support expansion into Kenya.,,3/27/25,533627,27-0892545
11187920,Hyde Park Baptist School Inc,"3901 Speedway Austin, TX 78751",Payment Cleared,Erica Rodriguez,Yes,Single,"19,500.00 ",0.00 ,USD,8/5/25,8/5/25,8/13/25,Beloved In Christ,None,Student Tuition Scholarship Fund,Banking team confirmed the school controls all scholarships and the donor is not related to any student at the grantee.,8/19/25,190868,26-3035253
11187931,Hyde Park Baptist Church,"3901 Speedway Austin, TX 78751",Payment Cleared,Laura McNeil,Yes,Single,"12,200.00 ",0.00 ,USD,8/5/25,8/5/25,8/13/25,Beloved In Christ,None,Donation for the Student Scholarship Fund in the Hyde Park Church Child Development Center.,Banking team confirmed the grantee controls the selection of all scholarship recipients.,8/29/25,190882,74-1200136
11107611,United in Crisis Inc.,"P.O. Box 2053 Lee's Summit, MO 64063",Payment Cleared,,Yes,Single,"150,000.00 ",0.00 ,USD,7/15/25,7/15/25,7/21/25,Beloved In Christ,None,Where needed most / Unrestricted / General support,,7/21/25,550863,92-3622073
11307634,World Evangelical Alliance,"P.O. Box 743 Wingdale, NY 12594",Payment Cleared,,Yes,Single,"32,000.00 ",0.00 ,USD,9/8/25,9/8/25,9/15/25,Beloved In Christ,None,Where needed most / Unrestricted / General support,,9/15/25,558284,23-7254928
10933098,Bright City Ministries,"PO Box 3032 Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"125,000.00 ",0.00 ,USD,7/1/25,7/1/25,7/8/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,James127 Ministry donation,,7/8/25,549151,85-3966985
10933101,Zinduka Arise Afrika Mission Inc,"1601 W Memorial Rd Oklahoma City, OK 73134",Payment Cleared,Bishop Gibson Anduvate,Yes,Single,"200,000.00 ",0.00 ,USD,7/1/25,7/1/25,7/8/25,Beloved In Christ,None,ICC Nairobi Ministry. Recommended by the Beloved in Christ Fund,ICC - International Christian Centre,7/8/25,549152,87-3930135
11227777,"Burnet New Life Fellowship, Inc.","303 Bluebonnet Dr. Burnet, TX 78611",Payment Cleared,Seth Simmons,Yes,Single,"50,000.00 ",0.00 ,USD,8/19/25,8/19/25,8/27/25,Beloved In Christ,None,General support,,8/27/25,555511,30-0434385
10933128,Life Austin Inc,"8901 W Highway 71 Austin, TX 78735",Payment Cleared,Pastor Andy Sellmann,Yes,Single,"5,000.00 ",0.00 ,USD,7/1/25,7/1/25,7/7/25,Beloved In Christ,None,"Donation for LifeFamily Marble Falls Church campus, to be used as needed. Recommended by the Beloved in Christ Fund.",LifeFamily Marble Falls Church is one of the locations of the grantee.,7/22/25,188476,20-2408126
10300439,Family Life Church Austin Inc,"1800 Lavaca St., #706 Austin, TX 78701",Reversed,,Yes,Single,"5,000.00 ",0.00 ,USD,2/11/25,2/11/25,4/21/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,General support. Recommended by the Beloved in Christ Fund.,,,182236,84-2302704
10922620,New Saint Andrews College Inc,"P.O. Box 9025, 405 S Main St Moscow, ID 83843",Payment Cleared,Philip Shepard,Yes,Single,"20,000.00 ",0.00 ,USD,6/25/25,6/25/25,6/30/25,Beloved In Christ,None,General Scholarship Support,,7/1/25,547744,38-3906568
10564012,Basil Technologies,"301 Tulane Rd San Mateo, CA 94402",Payment Cleared,,Yes,Single,"105,600.00 ",0.00 ,USD,4/9/25,4/9/25,4/21/25,Beloved In Christ,None,General support. Recommended by the Beloved in Christ Fund.,,4/30/25,182218,82-1148094
10882036,M3 Romania NFP,"1601 Winchester Ln Schaumburg, IL 60193",Payment Cleared,Pastor John,Yes,Single,"2,400.00 ",0.00 ,USD,6/17/25,6/17/25,6/23/25,Beloved In Christ,None,Where needed most / Unrestricted / General support,,6/30/25,187343,27-2939056
11349049,"CURE International, Inc.","70 Ionia Ave SW Ste 200 , Grand Rapids, MI 49503",Payment Cleared,,Yes,Single,"700,000.00 ",0.00 ,USD,9/16/25,9/16/25,9/22/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,General support,,9/22/25,559336,58-2248383
10778956,Begin Again Foundation,"PO Box 6029 Virginia Beach, VA 23456",Cancelled,,No,Single,"75,000.00 ",0.00 ,USD,5/27/25,5/27/25,,Beloved In Christ,None,Where needed most / Unrestricted / General support,,,,47-5223416
10375734,Transforming the Bay With Christ,"660 Sacramento Way Hollister, CA 95023",Payment Cleared,,Yes,Single,"150,000.00 ",0.00 ,USD,2/28/25,2/28/25,3/6/25,Beloved In Christ and Mr. Lewis Karl Cirne,None,Where needed most / Unrestricted / General support,,3/6/25,530000,46-5215702
10603635,Young Life,"P.O. Box 5186 Boone, IA 50950-0186",Payment Cleared,,Yes,Single,"400,000.00 ",0.00 ,USD,4/15/25,4/15/25,4/29/25,Beloved In Christ,None,Donate to Young Life International (XD227),,4/29/25,536909,84-0385934
10772787,M3 Romania NFP,"1601 Winchester Ln Schaumburg, IL 60193",Payment Cleared,Pastor Nelutu (John) Lubas,Yes,Single,"20,000.00 ",0.00 ,USD,5/21/25,5/21/25,5/29/25,Beloved In Christ,None,UBC22 Children's Camp ministry,UBC'22 is a social-humanitarian-Christian approach to help people in need in Eastern Europe and the Balkans.,5/29/25,542576,27-2939056
11275714,"Mountain Metro Church, Inc.","P.O. Box 1149 Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"100,000.00 ",0.00 ,USD,9/2/25,9/2/25,9/8/25,Beloved In Christ,None,Where needed most / Unrestricted / General support. Recommended by the Beloved in Christ Fund.,,9/8/25,557258,82-5259273
10820277,"Mountain Metro Church, Inc.","P.O. Box 1149 Marble Falls, TX 78654",Payment Cleared,,Yes,Single,"250,000.00 ",0.00 ,USD,6/4/25,6/4/25,6/16/25,Beloved In Christ,None,Where needed most / Unrestricted / General support,,6/16/25,544926,82-5259273
